n_tablet,n_llm,n_common,within5,within15,mean_abs_start_err,timed_len_err,errs,lens,cost,file
15,11,10,4.0,7.0,26.1,41.0,"{'listcomp_urd': 20.8, 'idwrd_urd': -112.6, 'orf_urd': 0.0, 'letterid_eng': -0.5, 'pw_eng': -9.1, 'idwrd_eng': -1.9, 'idnummag': -4.4, 'blfluency': 12.0, 'wrdpblm': 91.2, 'patterns': 9.0}","{'listcomp_urd': (18.7, 54.0), 'idwrd_urd': (284.4, 190.0), 'orf_urd': (191.6, 204.0), 'letterid_eng': (59.9, 78.0), 'pw_eng': (188.3, 198.0), 'idwrd_eng': (144.4, 199.0), 'idnummag': (114.9, 95.0), 'blfluency': (34.4, 91.0), 'wrdpblm': (23.8, 131.0), 'patterns': (68.6, 118.0)}",0.11896,AA_a9c5ede9-f374-4d5
13,11,11,3.0,5.0,16.6,22.0,"{'listcomp_urd': 33.3, 'letterid_urd': 5.8, 'listcomp_eng': 39.3, 'letterid_eng': 18.4, 'pw_eng': 12.2, 'idwrd_eng': -21.1, 'idnummag': -24.8, 'numrep': -1.0, 'bleffcomp': -24.0, 'wrdpblm': 0.0, 'patterns': -3.2}","{'listcomp_urd': (42.4, 89.0), 'letterid_urd': (51.8, 79.0), 'listcomp_eng': (28.9, 79.0), 'letterid_eng': (51.8, 89.0), 'pw_eng': (3.5, 12.0), 'idwrd_eng': (1.0, 16.0), 'idnummag': (72.8, 60.0), 'numrep': (35.9, 54.0), 'bleffcomp': (25.5, 20.0), 'wrdpblm': (15.4, 38.0), 'patterns': (0.4, 13.0)}",0.07761375,AA_aa100754-6f80-435
17,15,15,7.0,12.0,7.9,11.2,"{'letterid_urd': -14.0, 'idwrd_urd': -12.4, 'orf_urd': 0.0, 'rdcomp_urd': -1.6, 'letterid_eng': -4.8, 'pw_eng': -5.1, 'idwrd_eng': -1.5, 'orf_eng': 6.0, 'rdcomp_eng': 21.4, 'idnummag': 0.6, 'numrep': -0.8, 'blfluency': 4.9, 'bleffcomp': 18.5, 'wrdpblm': 7.2, 'patterns': 19.4}","{'letterid_urd': (70.0, 61.0), 'idwrd_urd': (31.6, 31.0), 'orf_urd': (31.0, 50.0), 'rdcomp_urd': (26.9, 33.0), 'letterid_eng': (37.1, 45.0), 'pw_eng': (40.7, 53.0), 'idwrd_eng': (27.5, 35.0), 'orf_eng': (32.5, 51.0), 'rdcomp_eng': (30.9, 61.0), 'idnummag': (41.3, 50.0), 'numrep': (44.5, 51.0), 'blfluency': (106.3, 121.0), 'bleffcomp': (26.7, 62.0), 'wrdpblm': (65.7, 80.0), 'patterns': (15.5, 44.0)}",0.0775425,AA_aa8eabb8-8f23-448
17,17,17,6.0,14.0,11.8,14.9,"{'listcomp_urd': 44.1, 'letterid_urd': -7.5, 'idwrd_urd': 4.8, 'orf_urd': 19.0, 'rdcomp_urd': -13.2, 'listcomp_eng': 56.5, 'letterid_eng': -7.8, 'pw_eng': 0.2, 'idwrd_eng': 0.1, 'orf_eng': 1.3, 'rdcomp_eng': -8.0, 'idnummag': -12.8, 'numrep': -7.4, 'blfluency': 4.8, 'bleffcomp': 0.0, 'wrdpblm': -5.7, 'patterns': -6.6}","{'listcomp_urd': (23.9, 75.0), 'letterid_urd': (68.2, 73.0), 'idwrd_urd': (38.2, 53.0), 'orf_urd': (9.7, 44.0), 'rdcomp_urd': (59.4, 53.0), 'listcomp_eng': (37.6, 101.0), 'letterid_eng': (45.2, 52.0), 'pw_eng': (33.7, 44.0), 'idwrd_eng': (25.0, 38.0), 'orf_eng': (32.6, 46.0), 'rdcomp_eng': (45.0, 47.0), 'idnummag': (98.9, 96.0), 'numrep': (66.9, 67.0), 'blfluency': (97.1, 119.0), 'bleffcomp': (60.8, 74.0), 'wrdpblm': (58.1, 59.0), 'patterns': (67.4, 70.0)}",0.07667375,AA_aaf90938-fddb-4c4
15,14,14,7.0,10.0,17.7,22.0,"{'listcomp_urd': 54.5, 'letterid_urd': -2.5, 'idwrd_urd': -0.9, 'orf_urd': 20.9, 'rdcomp_urd': -3.4, 'listcomp_eng': 61.8, 'letterid_eng': -0.0, 'idwrd_eng': 0.0, 'idnummag': -0.9, 'numrep': 13.1, 'blfluency': 10.8, 'bleffcomp': -67.1, 'wrdpblm': -3.0, 'patterns': 9.2}","{'listcomp_urd': (28.6, 88.0), 'letterid_urd': (64.0, 65.0), 'idwrd_urd': (49.9, 56.0), 'orf_urd': (50.5, 80.0), 'rdcomp_urd': (27.2, 29.0), 'listcomp_eng': (21.1, 89.0), 'letterid_eng': (60.1, 66.0), 'idwrd_eng': (73.9, 83.0), 'idnummag': (76.0, 62.0), 'numrep': (74.9, 91.0), 'blfluency': (60.5, 141.0), 'bleffcomp': (121.2, 62.0), 'wrdpblm': (96.9, 98.0), 'patterns': (60.8, 75.0)}",0.1084775,AA_ab58d9ce-9e25-42f
15,16,15,7.0,12.0,12.5,15.1,"{'listcomp_urd': 38.4, 'letterid_urd': -4.3, 'idwrd_urd': 0.0, 'orf_urd': 0.6, 'rdcomp_urd': -5.2, 'listcomp_eng': 75.3, 'letterid_eng': -0.9, 'pw_eng': 0.5, 'idwrd_eng': -5.6, 'idnummag': -24.6, 'numrep': 13.7, 'blfluency': 0.1, 'bleffcomp': -3.7, 'wrdpblm': 10.0, 'patterns': -5.2}","{'listcomp_urd': (30.5, 81.0), 'letterid_urd': (58.2, 69.0), 'idwrd_urd': (90.8, 115.0), 'orf_urd': (93.1, 113.0), 'rdcomp_urd': (26.2, 33.0), 'listcomp_eng': (25.4, 113.0), 'letterid_eng': (59.3, 76.0), 'pw_eng': (10.6, 28.0), 'idwrd_eng': (111.8, 121.0), 'idnummag': (127.3, 89.0), 'numrep': (115.3, 144.0), 'blfluency': (58.4, 66.0), 'bleffcomp': (30.8, 33.0), 'wrdpblm': (150.6, 179.0), 'patterns': (78.5, 87.0)}",0.08785625,AA_aef46179-5917-4dd
13,15,13,8.0,10.0,26.5,13.6,"{'listcomp_urd': 173.9, 'letterid_urd': 0.0, 'idwrd_urd': 1.4, 'listcomp_eng': 97.8, 'letterid_eng': -0.2, 'pw_eng': -2.0, 'idwrd_eng': -1.5, 'idnummag': -38.4, 'numrep': 0.3, 'blfluency': 11.5, 'bleffcomp': 11.3, 'wrdpblm': -4.0, 'patterns': -1.8}","{'listcomp_urd': (36.5, 217.0), 'letterid_urd': (55.3, 77.0), 'idwrd_urd': (17.8, 29.0), 'listcomp_eng': (17.9, 147.0), 'letterid_eng': (56.7, 70.0), 'pw_eng': (15.4, 25.0), 'idwrd_eng': (15.2, 23.0), 'idnummag': (124.6, 95.0), 'numrep': (83.9, 93.0), 'blfluency': (45.8, 64.0), 'bleffcomp': (28.9, 45.0), 'wrdpblm': (33.3, 45.0), 'patterns': (109.5, 114.0)}",0.12158875,AA_b041c30a-d404-49f
15,16,15,1.0,1.0,240.3,81.9,"{'listcomp_urd': 98.6, 'letterid_urd': 48.2, 'idwrd_urd': -431.9, 'orf_urd': -467.7, 'rdcomp_urd': -611.2, 'listcomp_eng': 97.8, 'letterid_eng': -500.4, 'pw_eng': -475.6, 'idwrd_eng': -394.1, 'idnummag': 0.0, 'numrep': -317.9, 'blfluency': 45.8, 'bleffcomp': 31.7, 'wrdpblm': 41.8, 'patterns': 41.7}","{'listcomp_urd': (29.6, 90.0), 'letterid_urd': (18.7, 79.0), 'idwrd_urd': (49.0, 124.0), 'orf_urd': (32.6, 185.0), 'rdcomp_urd': (56.8, 44.0), 'listcomp_eng': (50.8, 106.0), 'letterid_eng': (28.0, 68.0), 'pw_eng': (60.0, 19.0), 'idwrd_eng': (46.7, 171.0), 'idnummag': (182.9, 71.0), 'numrep': (95.6, 79.0), 'blfluency': (68.7, 149.0), 'bleffcomp': (95.0, 151.0), 'wrdpblm': (98.7, 102.0), 'patterns': (120.4, 124.0)}",0.1646,AA_b11dfafb-fc92-462
17,17,17,4.0,13.0,16.5,25.5,"{'listcomp_urd': 50.1, 'letterid_urd': 4.8, 'idwrd_urd': 6.9, 'orf_urd': 5.2, 'rdcomp_urd': -5.5, 'listcomp_eng': 56.5, 'letterid_eng': -6.1, 'pw_eng': -3.2, 'idwrd_eng': -5.2, 'orf_eng': 13.0, 'rdcomp_eng': 0.0, 'idnummag': -4.5, 'numrep': 15.3, 'blfluency': 12.2, 'bleffcomp': -77.1, 'wrdpblm': -7.3, 'patterns': -7.0}","{'listcomp_urd': (44.4, 102.0), 'letterid_urd': (58.5, 73.0), 'idwrd_urd': (129.7, 150.0), 'orf_urd': (62.0, 82.0), 'rdcomp_urd': (58.7, 62.0), 'listcomp_eng': (66.4, 133.0), 'letterid_eng': (63.7, 71.0), 'pw_eng': (186.4, 193.0), 'idwrd_eng': (170.9, 175.0), 'orf_eng': (110.5, 150.0), 'rdcomp_eng': (43.1, 53.0), 'idnummag': (75.5, 66.0), 'numrep': (87.8, 116.0), 'blfluency': (56.4, 148.0), 'bleffcomp': (129.2, 72.0), 'wrdpblm': (122.0, 126.0), 'patterns': (69.2, 62.0)}",0.1063175,AA_b20398e6-b319-4ad
17,17,17,7.0,11.0,15.3,38.4,"{'listcomp_urd': 53.4, 'letterid_urd': 0.0, 'idwrd_urd': -7.4, 'orf_urd': 17.7, 'rdcomp_urd': -10.8, 'listcomp_eng': 40.9, 'letterid_eng': -3.9, 'pw_eng': 9.3, 'idwrd_eng': -4.1, 'orf_eng': 17.1, 'rdcomp_eng': -8.1, 'idnummag': -4.9, 'numrep': 40.4, 'blfluency': 33.6, 'bleffcomp': -2.3, 'wrdpblm': 1.3, 'patterns': -4.7}","{'listcomp_urd': (46.9, 94.0), 'letterid_urd': (78.1, 84.0), 'idwrd_urd': (58.1, 67.0), 'orf_urd': (37.3, 72.0), 'rdcomp_urd': (50.0, 50.0), 'listcomp_eng': (105.8, 155.0), 'letterid_eng': (56.2, 82.0), 'pw_eng': (61.1, 96.0), 'idwrd_eng': (32.5, 40.0), 'orf_eng': (33.5, 62.0), 'rdcomp_eng': (80.2, 75.0), 'idnummag': (83.9, 87.0), 'numrep': (41.4, 89.0), 'blfluency': (49.0, 210.0), 'bleffcomp': (164.6, 169.0), 'wrdpblm': (96.0, 104.0), 'patterns': (119.0, 121.0)}",0.12398875,AA_b2abea24-c5e2-478
17,16,16,9.0,11.0,17.0,22.0,"{'listcomp_urd': 44.4, 'letterid_urd': 0.3, 'idwrd_urd': 0.1, 'orf_urd': 0.7, 'rdcomp_urd': -4.7, 'listcomp_eng': 30.2, 'letterid_eng': -1.2, 'idwrd_eng': 0.0, 'orf_eng': 8.4, 'rdcomp_eng': -3.4, 'idnummag': -6.9, 'numrep': -2.5, 'blfluency': -3.0, 'bleffcomp': -55.1, 'wrdpblm': 25.2, 'patterns': -85.7}","{'listcomp_urd': (40.3, 90.0), 'letterid_urd': (61.1, 70.0), 'idwrd_urd': (35.7, 46.0), 'orf_urd': (30.8, 45.0), 'rdcomp_urd': (41.6, 51.0), 'listcomp_eng': (22.9, 62.0), 'letterid_eng': (57.5, 79.0), 'idwrd_eng': (34.1, 43.0), 'orf_eng': (48.4, 68.0), 'rdcomp_eng': (28.6, 34.0), 'idnummag': (55.9, 53.0), 'numrep': (61.6, 70.0), 'blfluency': (37.6, 108.0), 'bleffcomp': (72.8, 35.0), 'wrdpblm': (57.8, 90.0), 'patterns': (136.1, 61.0)}",0.06873625,AA_b47c2091-d93e-49d
13,11,11,5.0,6.0,16.0,36.8,"{'listcomp_urd': 33.4, 'letterid_urd': 18.4, 'idwrd_urd': 0.2, 'listcomp_eng': 35.9, 'letterid_eng': 0.0, 'pw_eng': -3.3, 'idnummag': -15.4, 'numrep': -6.0, 'bleffcomp': -55.7, 'wrdpblm': 2.4, 'patterns': -4.8}","{'listcomp_urd': (37.2, 77.0), 'letterid_urd': (36.4, 64.0), 'idwrd_urd': (43.6, 28.0), 'listcomp_eng': (22.7, 64.0), 'letterid_eng': (57.1, 65.0), 'pw_eng': (122.0, 26.0), 'idnummag': (58.2, 49.0), 'numrep': (116.0, 60.0), 'bleffcomp': (45.3, 14.0), 'wrdpblm': (24.8, 31.0), 'patterns': (62.1, 63.0)}",0.0878525,AA_b4c70664-f41f-4d8
13,15,13,3.0,6.0,39.6,25.0,"{'listcomp_urd': 172.6, 'letterid_urd': 14.8, 'idwrd_urd': -11.9, 'listcomp_eng': 105.3, 'letterid_eng': -1.2, 'pw_eng': 23.3, 'idwrd_eng': 54.2, 'idnummag': -73.6, 'numrep': -11.0, 'blfluency': 3.9, 'bleffcomp': 0.0, 'wrdpblm': -26.0, 'patterns': -16.9}","{'listcomp_urd': (79.3, 276.0), 'letterid_urd': (65.7, 99.0), 'idwrd_urd': (19.9, 27.0), 'listcomp_eng': (42.8, 173.0), 'letterid_eng': (75.8, 88.0), 'pw_eng': (53.1, 56.0), 'idwrd_eng': (67.4, 133.0), 'idnummag': (117.1, 65.0), 'numrep': (78.6, 90.0), 'blfluency': (30.2, 59.0), 'bleffcomp': (19.4, 26.0), 'wrdpblm': (153.2, 148.0), 'patterns': (21.2, 24.0)}",0.09987,AA_b68b3349-98b4-4c6
13,11,10,5.0,6.0,14.3,10.4,"{'listcomp_urd': 32.5, 'idwrd_urd': 1.4, 'listcomp_eng': 40.4, 'letterid_eng': 5.2, 'idwrd_eng': -25.8, 'idnummag': -33.3, 'numrep': 0.0, 'bleffcomp': -1.2, 'wrdpblm': -1.3, 'patterns': -1.6}","{'listcomp_urd': (20.4, 49.0), 'idwrd_urd': (13.9, 16.0), 'listcomp_eng': (25.9, 65.0), 'letterid_eng': (55.9, 73.0), 'idwrd_eng': (21.0, 9.0), 'idnummag': (45.8, 17.0), 'numrep': (50.3, 58.0), 'bleffcomp': (15.0, 18.0), 'wrdpblm': (69.5, 73.0), 'patterns': (55.9, 61.0)}",0.08793875,AA_b7acd1f0-8ee8-404
17,6,6,2.0,3.0,71.5,478.0,"{'orf_urd': -24.2, 'rdcomp_urd': -13.6, 'listcomp_eng': 15.7, 'idnummag': 0.0, 'numrep': 0.5, 'patterns': -374.9}","{'orf_urd': (518.0, 40.0), 'rdcomp_urd': (38.6, 43.0), 'listcomp_eng': (27.9, 63.0), 'idnummag': (5.9, 59.0), 'numrep': (21.1, 53.0), 'patterns': (3.3, 22.0)}",0.1394375,AA_b929908f-532d-4e7
15,14,14,7.0,11.0,12.0,23.3,"{'listcomp_urd': 26.1, 'letterid_urd': 12.1, 'idwrd_urd': 0.0, 'orf_urd': 2.2, 'rdcomp_urd': -4.3, 'listcomp_eng': 29.8, 'letterid_eng': 0.7, 'idwrd_eng': -11.2, 'idnummag': -7.6, 'numrep': -1.6, 'blfluency': 9.5, 'bleffcomp': -60.7, 'wrdpblm': -2.2, 'patterns': -0.4}","{'listcomp_urd': (20.6, 49.0), 'letterid_urd': (59.3, 74.0), 'idwrd_urd': (133.6, 139.0), 'orf_urd': (107.3, 116.0), 'rdcomp_urd': (39.7, 44.0), 'listcomp_eng': (13.0, 50.0), 'letterid_eng': (61.4, 66.0), 'idwrd_eng': (211.1, 185.0), 'idnummag': (73.6, 71.0), 'numrep': (83.0, 84.0), 'blfluency': (58.6, 139.0), 'bleffcomp': (113.3, 70.0), 'wrdpblm': (26.7, 28.0), 'patterns': (24.4, 34.0)}",0.10758625,AA_ba957417-5e7b-491
15,16,15,8.0,10.0,11.1,16.4,"{'listcomp_urd': 23.9, 'letterid_urd': 0.0, 'idwrd_urd': -1.4, 'orf_urd': -3.6, 'rdcomp_urd': 1.0, 'listcomp_eng': 36.4, 'letterid_eng': -20.5, 'pw_eng': -4.1, 'idwrd_eng': -9.6, 'idnummag': -14.4, 'numrep': 25.6, 'blfluency': 4.0, 'bleffcomp': 3.4, 'wrdpblm': 16.7, 'patterns': -1.9}","{'listcomp_urd': (34.7, 71.0), 'letterid_urd': (57.2, 75.0), 'idwrd_urd': (66.7, 90.0), 'orf_urd': (59.0, 84.0), 'rdcomp_urd': (32.6, 46.0), 'listcomp_eng': (8.0, 86.0), 'letterid_eng': (75.5, 71.0), 'pw_eng': (17.4, 29.0), 'idwrd_eng': (84.3, 90.0), 'idnummag': (59.9, 63.0), 'numrep': (90.8, 127.0), 'blfluency': (116.3, 143.0), 'bleffcomp': (50.3, 67.0), 'wrdpblm': (84.5, 151.0), 'patterns': (73.3, 85.0)}",0.0985325,AA_bc0e09c8-aae5-466
15,14,14,2.0,10.0,14.0,20.9,"{'listcomp_urd': 64.2, 'letterid_urd': -8.1, 'idwrd_urd': 0.0, 'orf_urd': 15.1, 'rdcomp_urd': -10.0, 'listcomp_eng': 36.8, 'letterid_eng': -6.4, 'pw_eng': 5.8, 'idnummag': -13.6, 'numrep': -7.2, 'blfluency': -5.7, 'bleffcomp': 0.4, 'wrdpblm': -5.8, 'patterns': 16.3}","{'listcomp_urd': (0.5, 96.0), 'letterid_urd': (58.8, 70.0), 'idwrd_urd': (64.9, 85.0), 'orf_urd': (67.7, 111.0), 'rdcomp_urd': (5.6, 26.0), 'listcomp_eng': (0.6, 70.0), 'letterid_eng': (87.2, 79.0), 'pw_eng': (2.6, 38.0), 'idnummag': (66.6, 70.0), 'numrep': (71.3, 78.0), 'blfluency': (55.9, 63.0), 'bleffcomp': (10.9, 27.0), 'wrdpblm': (82.1, 93.0), 'patterns': (28.3, 61.0)}",0.06579125,AA_bc78193f-3d1b-4a1
15,12,12,4.0,5.0,37.3,77.0,"{'listcomp_urd': 71.1, 'letterid_urd': 16.3, 'idwrd_urd': -2.1, 'orf_urd': -8.4, 'rdcomp_urd': 0.0, 'listcomp_eng': 73.4, 'letterid_eng': 2.1, 'idnummag': -75.4, 'numrep': 4.4, 'bleffcomp': -153.8, 'wrdpblm': -21.3, 'patterns': -19.1}","{'listcomp_urd': (49.7, 148.0), 'letterid_urd': (18.7, 90.0), 'idwrd_urd': (102.9, 145.0), 'orf_urd': (56.8, 160.0), 'rdcomp_urd': (45.5, 77.0), 'listcomp_eng': (33.3, 135.0), 'letterid_eng': (31.7, 123.0), 'idnummag': (154.9, 82.0), 'numrep': (139.5, 169.0), 'bleffcomp': (229.5, 103.0), 'wrdpblm': (133.2, 145.0), 'patterns': (113.8, 134.0)}",0.10335125,AA_bce900f1-0156-4e0
17,16,16,5.0,11.0,18.7,33.3,"{'listcomp_urd': 68.7, 'letterid_urd': -5.6, 'idwrd_urd': -16.2, 'orf_urd': 6.8, 'rdcomp_urd': -4.8, 'listcomp_eng': 59.3, 'letterid_eng': 11.2, 'idwrd_eng': 29.2, 'orf_eng': 10.3, 'rdcomp_eng': 0.0, 'idnummag': -6.3, 'numrep': -4.7, 'blfluency': 9.9, 'bleffcomp': -58.6, 'wrdpblm': -2.6, 'patterns': -5.0}","{'listcomp_urd': (23.3, 99.0), 'letterid_urd': (59.9, 83.0), 'idwrd_urd': (47.6, 42.0), 'orf_urd': (31.4, 50.0), 'rdcomp_urd': (37.2, 43.0), 'listcomp_eng': (37.8, 109.0), 'letterid_eng': (48.2, 74.0), 'idwrd_eng': (22.6, 69.0), 'orf_eng': (34.6, 62.0), 'rdcomp_eng': (48.7, 59.0), 'idnummag': (78.5, 80.0), 'numrep': (112.0, 116.0), 'blfluency': (40.6, 127.0), 'bleffcomp': (130.4, 79.0), 'wrdpblm': (99.5, 102.0), 'patterns': (119.5, 123.0)}",0.09596,AA_bd035dbb-e421-480
15,16,15,7.0,13.0,8.1,14.8,"{'listcomp_urd': 26.2, 'letterid_urd': 3.8, 'idwrd_urd': -2.8, 'orf_urd': 1.4, 'rdcomp_urd': -10.4, 'listcomp_eng': 35.3, 'letterid_eng': 4.0, 'pw_eng': -7.0, 'idwrd_eng': -0.7, 'idnummag': 0.0, 'numrep': -2.2, 'blfluency': 6.9, 'bleffcomp': 10.4, 'wrdpblm': -5.7, 'patterns': -5.2}","{'listcomp_urd': (20.5, 56.0), 'letterid_urd': (44.2, 64.0), 'idwrd_urd': (78.8, 89.0), 'orf_urd': (149.4, 162.0), 'rdcomp_urd': (32.3, 30.0), 'listcomp_eng': (17.3, 60.0), 'letterid_eng': (42.4, 60.0), 'pw_eng': (21.7, 23.0), 'idwrd_eng': (17.1, 27.0), 'idnummag': (36.0, 46.0), 'numrep': (18.7, 19.0), 'blfluency': (106.8, 139.0), 'bleffcomp': (37.5, 58.0), 'wrdpblm': (33.2, 35.0), 'patterns': (4.2, 7.0)}",0.0671125,AA_bd2f2910-0953-45a
17,17,17,7.0,13.0,12.3,16.0,"{'listcomp_urd': 65.3, 'letterid_urd': -8.8, 'idwrd_urd': 0.0, 'orf_urd': -1.5, 'rdcomp_urd': 1.7, 'listcomp_eng': 33.3, 'letterid_eng': -1.9, 'pw_eng': -4.9, 'idwrd_eng': -6.7, 'orf_eng': -0.5, 'rdcomp_eng': 4.5, 'idnummag': -12.3, 'numrep': 18.9, 'blfluency': 9.9, 'bleffcomp': 10.0, 'wrdpblm': -9.0, 'patterns': 19.2}","{'listcomp_urd': (81.9, 76.0), 'letterid_urd': (75.0, 64.0), 'idwrd_urd': (68.1, 73.0), 'orf_urd': (51.8, 55.0), 'rdcomp_urd': (27.7, 35.0), 'listcomp_eng': (48.5, 87.0), 'letterid_eng': (52.1, 57.0), 'pw_eng': (15.4, 21.0), 'idwrd_eng': (73.1, 78.0), 'orf_eng': (52.2, 56.0), 'rdcomp_eng': (19.1, 21.0), 'idnummag': (96.3, 69.0), 'numrep': (55.7, 82.0), 'blfluency': (41.0, 131.0), 'bleffcomp': (52.2, 19.0), 'wrdpblm': (163.9, 160.0), 'patterns': (75.7, 98.0)}",0.07275,AA_be2450d2-2128-493
13,13,13,8.0,9.0,12.7,13.9,"{'listcomp_urd': 31.2, 'letterid_urd': -0.3, 'idwrd_urd': -4.2, 'listcomp_eng': 41.4, 'letterid_eng': -1.9, 'pw_eng': 49.1, 'idwrd_eng': 0.0, 'idnummag': 15.8, 'numrep': -2.6, 'blfluency': 9.5, 'bleffcomp': 2.5, 'wrdpblm': -3.4, 'patterns': -3.4}","{'listcomp_urd': (63.8, 101.0), 'letterid_urd': (47.3, 67.0), 'idwrd_urd': (49.0, 26.0), 'listcomp_eng': (22.6, 70.0), 'letterid_eng': (47.4, 31.0), 'pw_eng': (24.5, 18.0), 'idwrd_eng': (13.1, 18.0), 'idnummag': (37.4, 61.0), 'numrep': (49.1, 53.0), 'blfluency': (19.9, 33.0), 'bleffcomp': (11.1, 17.0), 'wrdpblm': (29.0, 32.0), 'patterns': (23.3, 24.0)}",0.1049925,AA_be261198-6c5f-4b9
13,14,13,5.0,9.0,20.5,31.1,"{'listcomp_urd': 70.2, 'letterid_urd': -4.4, 'idwrd_urd': -2.4, 'listcomp_eng': 69.1, 'letterid_eng': 0.0, 'pw_eng': -3.5, 'idwrd_eng': -5.3, 'idnummag': -6.3, 'numrep': 2.3, 'blfluency': 12.7, 'bleffcomp': -61.9, 'wrdpblm': 11.4, 'patterns': 17.6}","{'listcomp_urd': (28.9, 110.0), 'letterid_urd': (45.1, 66.0), 'idwrd_urd': (62.7, 81.0), 'listcomp_eng': (35.8, 117.0), 'letterid_eng': (62.3, 75.0), 'pw_eng': (4.1, 29.0), 'idwrd_eng': (89.5, 105.0), 'idnummag': (101.5, 114.0), 'numrep': (104.3, 116.0), 'blfluency': (42.7, 137.0), 'bleffcomp': (99.4, 37.0), 'wrdpblm': (84.8, 107.0), 'patterns': (74.1, 104.0)}",0.075285,AA_bee0235b-f2cd-42b
15,14,13,3.0,9.0,18.3,23.9,"{'listcomp_urd': 21.8, 'letterid_urd': -7.8, 'idwrd_urd': -8.5, 'orf_urd': -0.6, 'rdcomp_urd': -11.5, 'listcomp_eng': 77.4, 'letterid_eng': 0.0, 'pw_eng': 1.4, 'idwrd_eng': -7.7, 'idnummag': 5.9, 'bleffcomp': -68.2, 'wrdpblm': 18.2, 'patterns': 9.3}","{'listcomp_urd': (60.2, 95.0), 'letterid_urd': (58.5, 66.0), 'idwrd_urd': (52.2, 98.0), 'orf_urd': (58.4, 90.0), 'rdcomp_urd': (41.0, 41.0), 'listcomp_eng': (37.4, 130.0), 'letterid_eng': (56.3, 81.0), 'pw_eng': (13.2, 31.0), 'idwrd_eng': (5.7, 22.0), 'idnummag': (10.6, 15.0), 'bleffcomp': (83.6, 18.0), 'wrdpblm': (5.2, 70.0), 'patterns': (7.5, 28.0)}",0.08195,AA_bf833efb-b7bf-4a0
15,15,14,3.0,7.0,21.5,22.7,"{'listcomp_urd': 55.5, 'letterid_urd': 31.1, 'idwrd_urd': 25.0, 'orf_urd': -7.6, 'rdcomp_urd': 35.8, 'listcomp_eng': 64.4, 'letterid_eng': -9.3, 'pw_eng': -2.2, 'idwrd_eng': 0.0, 'idnummag': -21.1, 'numrep': 26.2, 'blfluency': -4.1, 'wrdpblm': -7.3, 'patterns': -10.8}","{'listcomp_urd': (26.6, 103.0), 'letterid_urd': (55.3, 73.0), 'idwrd_urd': (149.0, 191.0), 'orf_urd': (185.3, 195.0), 'rdcomp_urd': (43.3, 98.0), 'listcomp_eng': (44.4, 124.0), 'letterid_eng': (67.1, 75.0), 'pw_eng': (153.4, 188.0), 'idwrd_eng': (178.0, 195.0), 'idnummag': (112.6, 111.0), 'numrep': (109.1, 150.0), 'blfluency': (157.9, 128.0), 'wrdpblm': (104.6, 124.0), 'patterns': (77.9, 77.0)}",0.118245,AA_bf842fbd-d0b6-48f
13,14,13,8.0,10.0,9.6,24.9,"{'listcomp_urd': 8.6, 'letterid_urd': 6.5, 'idwrd_urd': 0.0, 'listcomp_eng': 47.1, 'letterid_eng': 3.2, 'pw_eng': 2.7, 'idwrd_eng': -1.2, 'idnummag': -23.0, 'numrep': 25.5, 'blfluency': -2.9, 'bleffcomp': -3.0, 'wrdpblm': -0.1, 'patterns': -0.5}","{'listcomp_urd': (55.6, 70.0), 'letterid_urd': (59.3, 73.0), 'idwrd_urd': (73.9, 77.0), 'listcomp_eng': (38.0, 90.0), 'letterid_eng': (58.5, 86.0), 'pw_eng': (16.2, 33.0), 'idwrd_eng': (11.6, 89.0), 'idnummag': (90.3, 69.0), 'numrep': (46.4, 79.0), 'blfluency': (54.0, 65.0), 'bleffcomp': (44.3, 48.0), 'wrdpblm': (80.3, 86.0), 'patterns': (58.6, 63.0)}",0.10738,AA_c073035b-93b5-46e
15,14,13,3.0,10.0,12.9,16.6,"{'listcomp_urd': 32.4, 'letterid_urd': 18.4, 'idwrd_urd': 0.9, 'orf_urd': -5.2, 'listcomp_eng': 54.3, 'letterid_eng': 5.1, 'pw_eng': -0.7, 'idwrd_eng': 0.0, 'idnummag': -13.6, 'numrep': 11.9, 'bleffcomp': -9.3, 'wrdpblm': -8.7, 'patterns': -7.8}","{'listcomp_urd': (38.3, 89.0), 'letterid_urd': (85.5, 117.0), 'idwrd_urd': (19.6, 32.0), 'orf_urd': (53.6, 70.0), 'listcomp_eng': (22.1, 93.0), 'letterid_eng': (60.4, 79.0), 'pw_eng': (15.4, 25.0), 'idwrd_eng': (75.1, 86.0), 'idnummag': (70.0, 48.0), 'numrep': (17.3, 39.0), 'bleffcomp': (9.5, 9.0), 'wrdpblm': (32.8, 34.0), 'patterns': (10.9, 21.0)}",0.1121125,AA_c82929c2-05b6-468
