arm,model,file,sub,machine_correct,machine_attempted,enum_correct,baseline_correct,n_pairs,tp,fp,fn,cost,error
audio,xiaomi/mimo-v2.5,AA_eaf07843-14a1-4e9,idwrd_urd,50.0,50.0,29.0,4.0,29.0,0.0,0.0,0.0,0.001470448,
audio,xiaomi/mimo-v2.5,AA_eaf07843-14a1-4e9,orf_urd,2.0,5.0,48.0,12.0,5.0,0.0,3.0,0.0,0.0008161776,
audio,xiaomi/mimo-v2.5,AA_eaf07843-14a1-4e9,orf_eng,59.0,59.0,36.0,7.0,43.0,0.0,0.0,7.0,0.00169223712,
audio,xiaomi/mimo-v2.5,AA_aa8eabb8-8f23-448,idwrd_urd,50.0,50.0,48.0,40.0,50.0,0.0,0.0,2.0,0.00154994112,
audio,xiaomi/mimo-v2.5,AA_aa8eabb8-8f23-448,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.00204621312,
audio,xiaomi/mimo-v2.5,AA_aa8eabb8-8f23-448,orf_eng,59.0,59.0,56.0,34.0,59.0,0.0,0.0,3.0,0.00106230432,
audio,xiaomi/mimo-v2.5,AA_b2abea24-c5e2-478,idwrd_urd,50.0,50.0,48.0,38.0,50.0,0.0,0.0,2.0,0.0008358,
audio,xiaomi/mimo-v2.5,AA_b2abea24-c5e2-478,orf_urd,60.0,60.0,60.0,40.0,60.0,0.0,0.0,0.0,0.001434552,
audio,xiaomi/mimo-v2.5,AA_b2abea24-c5e2-478,orf_eng,59.0,59.0,60.0,47.0,59.0,0.0,0.0,0.0,0.0010850794,
audio,xiaomi/mimo-v2.5,AA_34eb5079-1c89-41d,idwrd_urd,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.00058165632,
audio,xiaomi/mimo-v2.5,AA_34eb5079-1c89-41d,orf_urd,60.0,60.0,12.0,2.0,19.0,0.0,0.0,7.0,0.001382136,
audio,xiaomi/mimo-v2.5,AA_34eb5079-1c89-41d,orf_eng,59.0,59.0,10.0,4.0,21.0,0.0,0.0,10.0,0.0013058006,
audio,xiaomi/mimo-v2.5,AA_44e68d46-79a6-402,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.001317624,
audio,xiaomi/mimo-v2.5,AA_44e68d46-79a6-402,orf_eng,59.0,59.0,52.0,38.0,57.0,0.0,0.0,5.0,0.0009035806,
audio,xiaomi/mimo-v2.5,AA_b47c2091-d93e-49d,idwrd_urd,50.0,50.0,50.0,39.0,50.0,0.0,0.0,0.0,0.00113437632,
audio,xiaomi/mimo-v2.5,AA_b47c2091-d93e-49d,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.00126138432,
audio,xiaomi/mimo-v2.5,AA_b47c2091-d93e-49d,orf_eng,,,,,,,,,,"Expecting ',' delimiter: line 43 column 42 (char 1796)"
audio,xiaomi/mimo-v2.5,AA_b68b3349-98b4-4c6,idwrd_urd,50.0,50.0,0.0,0.0,5.0,0.0,0.0,5.0,0.000660072,
audio,xiaomi/mimo-v2.5,AA_b68b3349-98b4-4c6,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.00149524032,
audio,xiaomi/mimo-v2.5,AA_b68b3349-98b4-4c6,orf_eng,0.0,59.0,0.0,2.0,5.0,5.0,0.0,0.0,0.00078409632,
audio,xiaomi/mimo-v2.5,AA_05ebc0d7-bc26-4ab,idwrd_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,xiaomi/mimo-v2.5,AA_05ebc0d7-bc26-4ab,orf_urd,26.0,29.0,20.0,2.0,29.0,1.0,2.0,8.0,0.00209970432,
audio,xiaomi/mimo-v2.5,AA_5f48be27-6ed5-42e,idwrd_urd,3.0,37.0,5.0,0.0,9.0,4.0,5.0,0.0,0.00104802432,
audio,xiaomi/mimo-v2.5,AA_268319c5-6f94-4a8,orf_urd,46.0,60.0,30.0,16.0,33.0,0.0,5.0,3.0,0.00207047232,
audio,xiaomi/mimo-v2.5,AA_268319c5-6f94-4a8,orf_eng,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.00077334432,
audio,xiaomi/mimo-v2.5,AA_6d4a8671-522e-4cc,idwrd_urd,50.0,50.0,19.0,4.0,20.0,0.0,0.0,1.0,0.00150901632,
audio,xiaomi/mimo-v2.5,AA_6d4a8671-522e-4cc,orf_urd,0.0,60.0,31.0,3.0,33.0,2.0,31.0,0.0,0.00079232832,
audio,xiaomi/mimo-v2.5,AA_6d4a8671-522e-4cc,orf_eng,34.0,57.0,52.0,27.0,57.0,3.0,20.0,3.0,0.000758856,
audio,xiaomi/mimo-v2.5,AA_5e864c07-25df-4cc,idwrd_urd,50.0,50.0,49.0,44.0,50.0,0.0,0.0,1.0,0.00159973632,
audio,xiaomi/mimo-v2.5,AA_5e864c07-25df-4cc,orf_urd,60.0,60.0,59.0,43.0,60.0,0.0,0.0,1.0,0.00160948032,
audio,xiaomi/mimo-v2.5,AA_5e864c07-25df-4cc,orf_eng,36.0,57.0,50.0,48.0,57.0,6.0,15.0,3.0,0.00123030432,
audio,xiaomi/mimo-v2.5,AA_1bb7fdea-6bc2-422,idwrd_urd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00055948032,
audio,xiaomi/mimo-v2.5,AA_788dfa6a-d7ba-413,idwrd_urd,50.0,50.0,48.0,44.0,50.0,0.0,0.0,2.0,0.001424472,
audio,xiaomi/mimo-v2.5,AA_788dfa6a-d7ba-413,orf_urd,59.0,60.0,60.0,42.0,60.0,0.0,1.0,0.0,0.001392216,
audio,xiaomi/mimo-v2.5,AA_788dfa6a-d7ba-413,orf_eng,59.0,59.0,53.0,55.0,59.0,0.0,0.0,6.0,0.001706712,
audio,xiaomi/mimo-v2.5,AA_93ae4640-bf92-45b,idwrd_urd,50.0,50.0,50.0,43.0,50.0,0.0,0.0,0.0,0.0015615376,
audio,xiaomi/mimo-v2.5,AA_93ae4640-bf92-45b,orf_urd,44.0,44.0,60.0,28.0,44.0,0.0,0.0,0.0,0.00131884032,
audio,xiaomi/mimo-v2.5,AA_93ae4640-bf92-45b,orf_eng,59.0,59.0,57.0,17.0,59.0,0.0,0.0,2.0,0.000994728,
audio,xiaomi/mimo-v2.5,AA_ceea038f-3411-4c4,idwrd_urd,43.0,50.0,48.0,41.0,50.0,1.0,6.0,1.0,0.00057764,
audio,xiaomi/mimo-v2.5,AA_ceea038f-3411-4c4,orf_urd,60.0,60.0,60.0,43.0,60.0,0.0,0.0,0.0,0.00180637632,
audio,xiaomi/mimo-v2.5,AA_ceea038f-3411-4c4,orf_eng,43.0,46.0,55.0,43.0,46.0,0.0,3.0,4.0,0.0011318776,
audio,xiaomi/mimo-v2.5,AA_cc3e50b9-d8fd-494,idwrd_urd,16.0,50.0,27.0,14.0,32.0,3.0,17.0,2.0,0.0016155664,
audio,xiaomi/mimo-v2.5,AA_cc3e50b9-d8fd-494,orf_urd,57.0,60.0,31.0,10.0,35.0,0.0,2.0,5.0,0.00181444032,
audio,xiaomi/mimo-v2.5,AA_29cbf33e-8ec1-4da,idwrd_urd,49.0,50.0,44.0,41.0,50.0,1.0,0.0,5.0,0.0014792176,
audio,xiaomi/mimo-v2.5,AA_29cbf33e-8ec1-4da,orf_urd,59.0,60.0,60.0,43.0,60.0,0.0,1.0,0.0,0.001402296,
audio,xiaomi/mimo-v2.5,AA_29cbf33e-8ec1-4da,orf_eng,59.0,59.0,59.0,48.0,59.0,0.0,0.0,1.0,0.0009134776,
audio,xiaomi/mimo-v2.5,AA_05729872-0031-4b1,idwrd_urd,27.0,40.0,27.0,24.0,32.0,4.0,9.0,1.0,0.0017225376,
audio,xiaomi/mimo-v2.5,AA_05729872-0031-4b1,orf_urd,,,,,,,,,,'NoneType' object has no attribute 'group'
audio,xiaomi/mimo-v2.5,AA_05729872-0031-4b1,orf_eng,4.0,7.0,1.0,2.0,7.0,3.0,0.0,3.0,0.0011626776,
audio,xiaomi/mimo-v2.5,AA_3a4a571d-875c-4bb,idwrd_urd,50.0,50.0,24.0,22.0,32.0,0.0,0.0,8.0,0.0011784976,
audio,xiaomi/mimo-v2.5,AA_3a4a571d-875c-4bb,orf_urd,46.0,60.0,38.0,27.0,46.0,5.0,7.0,3.0,0.000675864,
audio,xiaomi/mimo-v2.5,AA_3a4a571d-875c-4bb,orf_eng,59.0,59.0,17.0,19.0,22.0,0.0,0.0,5.0,0.0010845576,
audio,xiaomi/mimo-v2.5,AA_c82929c2-05b6-468,idwrd_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006369776,
audio,xiaomi/mimo-v2.5,AA_c82929c2-05b6-468,orf_urd,8.0,10.0,0.0,0.0,10.0,2.0,0.0,8.0,0.000784728,
audio,xiaomi/mimo-v2.5,AA_c82929c2-05b6-468,orf_eng,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.000903469,
audio,xiaomi/mimo-v2.5,AA_dd56a505-4ac7-4d1,idwrd_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008738576,
audio,xiaomi/mimo-v2.5,AA_dd56a505-4ac7-4d1,orf_urd,60.0,60.0,17.0,15.0,26.0,0.0,0.0,9.0,0.00199756032,
audio,xiaomi/mimo-v2.5,AA_bd2f2910-0953-45a,idwrd_urd,0.0,50.0,42.0,2.0,46.0,4.0,42.0,0.0,0.0006044976,
audio,xiaomi/mimo-v2.5,AA_bd2f2910-0953-45a,orf_urd,26.0,44.0,22.0,5.0,23.0,1.0,5.0,0.0,0.001673112,
audio,xiaomi/mimo-v2.5,AA_bd2f2910-0953-45a,orf_eng,,,,,,,,,,"Expecting ',' delimiter: line 17 column 37 (char 620)"
audio,xiaomi/mimo-v2.5,AA_27e407f8-7dc7-428,idwrd_urd,50.0,50.0,48.0,28.0,50.0,0.0,0.0,2.0,0.0017821776,
audio,xiaomi/mimo-v2.5,AA_27e407f8-7dc7-428,orf_urd,60.0,60.0,60.0,30.0,60.0,0.0,0.0,0.0,0.00161653632,
audio,xiaomi/mimo-v2.5,AA_91ecf22b-d335-4de,idwrd_urd,50.0,50.0,50.0,38.0,50.0,0.0,0.0,0.0,0.0007234976,
audio,xiaomi/mimo-v2.5,AA_91ecf22b-d335-4de,orf_urd,59.0,60.0,60.0,41.0,60.0,0.0,1.0,0.0,0.00107792832,
audio,xiaomi/mimo-v2.5,AA_91ecf22b-d335-4de,orf_eng,59.0,59.0,58.0,18.0,59.0,0.0,0.0,2.0,0.0009395064,
audio,xiaomi/mimo-v2.5,AA_7a35917e-6b9d-418,idwrd_urd,49.0,50.0,1.0,0.0,6.0,1.0,0.0,4.0,0.0010569776,
audio,xiaomi/mimo-v2.5,AA_7f61eb3f-65c7-4fd,idwrd_urd,49.0,50.0,14.0,3.0,21.0,0.0,1.0,7.0,0.0016794064,
audio,xiaomi/mimo-v2.5,AA_7f61eb3f-65c7-4fd,orf_urd,1.0,10.0,0.0,0.0,5.0,4.0,0.0,1.0,0.00133631232,
audio,xiaomi/mimo-v2.5,AA_12d53cb2-6597-40c,idwrd_urd,50.0,50.0,35.0,5.0,35.0,0.0,0.0,0.0,0.0016432976,
audio,xiaomi/mimo-v2.5,AA_12d53cb2-6597-40c,orf_urd,60.0,60.0,57.0,14.0,60.0,0.0,0.0,3.0,0.00087935232,
audio,xiaomi/mimo-v2.5,AA_063c4da1-14ee-4c6,idwrd_urd,50.0,50.0,49.0,39.0,50.0,0.0,0.0,1.0,0.0009690576,
audio,xiaomi/mimo-v2.5,AA_063c4da1-14ee-4c6,orf_urd,55.0,60.0,59.0,42.0,60.0,0.0,5.0,1.0,0.00152682432,
audio,xiaomi/mimo-v2.5,AA_063c4da1-14ee-4c6,orf_eng,45.0,59.0,57.0,50.0,59.0,0.0,14.0,3.0,0.0008188376,
audio,xiaomi/mimo-v2.5,AA_5d2c0d0d-94a3-4cd,idwrd_urd,43.0,48.0,46.0,40.0,48.0,3.0,2.0,1.0,0.0007064176,
audio,xiaomi/mimo-v2.5,AA_5d2c0d0d-94a3-4cd,orf_urd,60.0,60.0,59.0,41.0,60.0,0.0,0.0,1.0,0.00133631232,
audio,xiaomi/mimo-v2.5,AA_5d2c0d0d-94a3-4cd,orf_eng,8.0,8.0,1.0,5.0,6.0,0.0,0.0,5.0,0.0017705576,
audio,xiaomi/mimo-v2.5,AA_f3176f60-2162-435,idwrd_urd,14.0,25.0,0.0,2.0,5.0,4.0,0.0,1.0,0.0013952176,
audio,xiaomi/mimo-v2.5,AA_f3176f60-2162-435,orf_urd,60.0,60.0,0.0,1.0,14.0,0.0,0.0,14.0,0.001385832,
audio,xiaomi/mimo-v2.5,AA_f3176f60-2162-435,orf_eng,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0011189976,
audio,xiaomi/mimo-v2.5,AA_df7b47e1-1bc3-45c,idwrd_urd,46.0,48.0,48.0,34.0,48.0,0.0,2.0,2.0,0.0005552176,
audio,xiaomi/mimo-v2.5,AA_df7b47e1-1bc3-45c,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.00155891232,
audio,xiaomi/mimo-v2.5,AA_df7b47e1-1bc3-45c,orf_eng,59.0,59.0,53.0,44.0,57.0,0.0,0.0,4.0,0.0014463176,
audio,xiaomi/mimo-v2.5,AA_81cc4088-35cb-41b,idwrd_urd,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0005067776,
audio,xiaomi/mimo-v2.5,AA_81cc4088-35cb-41b,orf_urd,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00123954432,
audio,xiaomi/mimo-v2.5,AA_72720d37-958f-4af,idwrd_urd,48.0,50.0,0.0,1.0,5.0,2.0,0.0,3.0,0.0011630976,
audio,xiaomi/mimo-v2.5,AA_048cadbc-2c10-416,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.00107490432,
audio,xiaomi/mimo-v2.5,AA_048cadbc-2c10-416,idwrd_urd,2.0,2.0,5.0,1.0,2.0,0.0,0.0,2.0,0.0003595312,
audio,xiaomi/mimo-v2.5,AA_048cadbc-2c10-416,orf_eng,0.0,48.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0007040376,
audio,xiaomi/mimo-v2.5,AA_b20398e6-b319-4ad,idwrd_urd,30.0,39.0,8.0,3.0,15.0,1.0,2.0,6.0,0.0016180976,
audio,xiaomi/mimo-v2.5,AA_b20398e6-b319-4ad,orf_urd,57.0,60.0,48.0,26.0,57.0,0.0,3.0,10.0,0.00171935232,
audio,xiaomi/mimo-v2.5,AA_b20398e6-b319-4ad,orf_eng,21.0,59.0,17.0,7.0,25.0,5.0,15.0,2.0,0.0011063976,
audio,xiaomi/mimo-v2.5,AA_bc78193f-3d1b-4a1,idwrd_urd,50.0,50.0,48.0,40.0,50.0,0.0,0.0,2.0,0.0011857776,
audio,xiaomi/mimo-v2.5,AA_bc78193f-3d1b-4a1,orf_urd,48.0,51.0,47.0,33.0,50.0,0.0,3.0,3.0,0.001356936,
audio,xiaomi/mimo-v2.5,AA_350b43cb-69b8-4f0,orf_urd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000787416,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_eaf07843-14a1-4e9,idwrd_urd,49.0,49.0,29.0,4.0,29.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_eaf07843-14a1-4e9,orf_urd,,,,,,,,,,"{'id': 'gen-1789558964-e7cB2teFenpMB6jkk9br', 'error': {'message': 'Upstream err"
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_eaf07843-14a1-4e9,orf_eng,,,,,,,,,,"{'id': 'gen-1789559570-wdGWd0eji1MgxOfi6ipS', 'error': {'message': 'Upstream err"
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_aa8eabb8-8f23-448,idwrd_urd,50.0,50.0,48.0,40.0,50.0,0.0,0.0,2.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_aa8eabb8-8f23-448,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_aa8eabb8-8f23-448,orf_eng,59.0,59.0,56.0,34.0,59.0,0.0,0.0,3.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b2abea24-c5e2-478,idwrd_urd,49.0,49.0,48.0,38.0,49.0,0.0,0.0,2.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b2abea24-c5e2-478,orf_urd,60.0,60.0,60.0,40.0,60.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b2abea24-c5e2-478,orf_eng,59.0,59.0,60.0,47.0,59.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_34eb5079-1c89-41d,idwrd_urd,49.0,49.0,10.0,3.0,16.0,0.0,0.0,6.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_34eb5079-1c89-41d,orf_urd,60.0,60.0,12.0,2.0,19.0,0.0,0.0,7.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_34eb5079-1c89-41d,orf_eng,59.0,59.0,10.0,4.0,21.0,0.0,0.0,10.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_44e68d46-79a6-402,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_44e68d46-79a6-402,orf_eng,59.0,59.0,52.0,38.0,57.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b47c2091-d93e-49d,idwrd_urd,50.0,50.0,50.0,39.0,50.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b47c2091-d93e-49d,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b47c2091-d93e-49d,orf_eng,59.0,59.0,54.0,44.0,59.0,0.0,0.0,6.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b68b3349-98b4-4c6,idwrd_urd,49.0,49.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b68b3349-98b4-4c6,orf_urd,60.0,60.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_b68b3349-98b4-4c6,orf_eng,59.0,59.0,0.0,2.0,5.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_05ebc0d7-bc26-4ab,idwrd_urd,49.0,49.0,14.0,5.0,16.0,0.0,0.0,2.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_05ebc0d7-bc26-4ab,orf_urd,60.0,60.0,20.0,2.0,29.0,0.0,0.0,9.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_5f48be27-6ed5-42e,idwrd_urd,,,,,,,,,,"{'id': 'gen-1789560378-D9vf4XgxpIZ528ZheLt1', 'error': {'message': 'Upstream err"
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_268319c5-6f94-4a8,orf_urd,60.0,60.0,30.0,16.0,33.0,0.0,0.0,3.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_268319c5-6f94-4a8,orf_eng,59.0,59.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_6d4a8671-522e-4cc,idwrd_urd,49.0,49.0,19.0,4.0,20.0,0.0,0.0,1.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_6d4a8671-522e-4cc,orf_urd,60.0,60.0,31.0,3.0,33.0,0.0,0.0,2.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_6d4a8671-522e-4cc,orf_eng,,,,,,,,,,"Expecting ',' delimiter: line 39 column 37 (char 1438)"
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_5e864c07-25df-4cc,idwrd_urd,50.0,50.0,49.0,44.0,50.0,0.0,0.0,1.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_5e864c07-25df-4cc,orf_urd,60.0,60.0,59.0,43.0,60.0,0.0,0.0,1.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_5e864c07-25df-4cc,orf_eng,59.0,59.0,50.0,48.0,59.0,0.0,0.0,9.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_1bb7fdea-6bc2-422,idwrd_urd,,,,,,,,,,"{'id': 'gen-1789560717-1uFoRKTZdjzJ2VqQVWsY', 'error': {'message': 'Upstream err"
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_788dfa6a-d7ba-413,idwrd_urd,49.0,49.0,48.0,44.0,49.0,0.0,0.0,2.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_788dfa6a-d7ba-413,orf_urd,,,,,,,,,,"{'id': 'gen-1789560763-iTcYB4oX49R1wfnJpvz3', 'error': {'message': 'Upstream err"
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_788dfa6a-d7ba-413,orf_eng,59.0,59.0,53.0,55.0,59.0,0.0,0.0,6.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_93ae4640-bf92-45b,idwrd_urd,50.0,50.0,50.0,43.0,50.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_93ae4640-bf92-45b,orf_urd,60.0,60.0,60.0,28.0,60.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_93ae4640-bf92-45b,orf_eng,59.0,59.0,57.0,17.0,59.0,0.0,0.0,2.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_ceea038f-3411-4c4,idwrd_urd,49.0,49.0,48.0,41.0,49.0,0.0,0.0,2.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_ceea038f-3411-4c4,orf_urd,60.0,60.0,60.0,43.0,60.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_ceea038f-3411-4c4,orf_eng,,,,,,,,,,"{'id': 'gen-1789561059-tymuF8APObHdlcV1Ml3h', 'error': {'message': 'Upstream err"
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_cc3e50b9-d8fd-494,idwrd_urd,50.0,50.0,27.0,14.0,32.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_cc3e50b9-d8fd-494,orf_urd,60.0,60.0,31.0,10.0,35.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_29cbf33e-8ec1-4da,idwrd_urd,50.0,50.0,44.0,41.0,50.0,0.0,0.0,6.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_29cbf33e-8ec1-4da,orf_urd,60.0,60.0,60.0,43.0,60.0,0.0,0.0,0.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_29cbf33e-8ec1-4da,orf_eng,59.0,59.0,59.0,48.0,59.0,0.0,0.0,1.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_05729872-0031-4b1,idwrd_urd,49.0,49.0,27.0,24.0,32.0,0.0,0.0,5.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_05729872-0031-4b1,orf_urd,60.0,60.0,30.0,21.0,36.0,0.0,0.0,7.0,0.0,
audio,nvidia/nemotron-3-nano-omni-30b-a3b-reasoning:free,AA_05729872-0031-4b1,orf_eng,59.0,59.0,1.0,2.0,7.0,0.0,0.0,6.0,0.0,
audio,mistralai/voxtral-small-24b-2507,AA_eaf07843-14a1-4e9,idwrd_urd,50.0,50.0,29.0,4.0,29.0,0.0,0.0,0.0,0.0064787,
audio,mistralai/voxtral-small-24b-2507,AA_eaf07843-14a1-4e9,orf_urd,60.0,60.0,48.0,12.0,53.0,0.0,0.0,5.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_eaf07843-14a1-4e9,orf_eng,59.0,59.0,36.0,7.0,43.0,0.0,0.0,7.0,0.0065162,
audio,mistralai/voxtral-small-24b-2507,AA_aa8eabb8-8f23-448,idwrd_urd,50.0,50.0,48.0,40.0,50.0,0.0,0.0,2.0,0.006479,
audio,mistralai/voxtral-small-24b-2507,AA_aa8eabb8-8f23-448,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_aa8eabb8-8f23-448,orf_eng,59.0,59.0,56.0,34.0,59.0,0.0,0.0,3.0,0.0064052,
audio,mistralai/voxtral-small-24b-2507,AA_b2abea24-c5e2-478,idwrd_urd,50.0,50.0,48.0,38.0,50.0,0.0,0.0,2.0,0.0063839,
audio,mistralai/voxtral-small-24b-2507,AA_b2abea24-c5e2-478,orf_urd,60.0,60.0,60.0,40.0,60.0,0.0,0.0,0.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_b2abea24-c5e2-478,orf_eng,59.0,59.0,60.0,47.0,59.0,0.0,0.0,0.0,0.0064052,
audio,mistralai/voxtral-small-24b-2507,AA_34eb5079-1c89-41d,idwrd_urd,50.0,50.0,10.0,3.0,16.0,0.0,0.0,6.0,0.006479,
audio,mistralai/voxtral-small-24b-2507,AA_34eb5079-1c89-41d,orf_urd,60.0,60.0,12.0,2.0,19.0,0.0,0.0,7.0,0.0065456,
audio,mistralai/voxtral-small-24b-2507,AA_34eb5079-1c89-41d,orf_eng,59.0,59.0,10.0,4.0,21.0,0.0,0.0,10.0,0.0065162,
audio,mistralai/voxtral-small-24b-2507,AA_44e68d46-79a6-402,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_44e68d46-79a6-402,orf_eng,59.0,59.0,52.0,38.0,57.0,0.0,0.0,5.0,0.0065162,
audio,mistralai/voxtral-small-24b-2507,AA_b47c2091-d93e-49d,idwrd_urd,50.0,50.0,50.0,39.0,50.0,0.0,0.0,0.0,0.0064787,
audio,mistralai/voxtral-small-24b-2507,AA_b47c2091-d93e-49d,orf_urd,60.0,60.0,60.0,42.0,60.0,0.0,0.0,0.0,0.0064328,
audio,mistralai/voxtral-small-24b-2507,AA_b47c2091-d93e-49d,orf_eng,59.0,59.0,54.0,44.0,59.0,0.0,0.0,6.0,0.0064052,
audio,mistralai/voxtral-small-24b-2507,AA_b68b3349-98b4-4c6,idwrd_urd,50.0,50.0,0.0,0.0,5.0,0.0,0.0,5.0,0.006479,
